year,name,category,ratio_f,number_f,ratio_m,number_m
1993,Taylor,3: somewhat neutral,0.734,21268,0.266,7688
1993,Jordan,3: somewhat neutral,0.283,5824,0.717,14755
1993,Devin,4: mostly gendered,0.138,857,0.862,5357
1993,Casey,1: most neutral,0.448,2579,0.552,3179
1993,Logan,4: mostly gendered,0.14,790,0.86,4842
1993,Jamie,3: somewhat neutral,0.793,4255,0.207,1111
1993,Dakota,4: mostly gendered,0.141,724,0.859,4412
1993,Angel,2: very neutral,0.35,1633,0.65,3037
1993,Hunter,4: mostly gendered,0.11,471,0.89,3792
1993,Dominique,2: very neutral,0.651,2706,0.349,1449
1993,Devon,3: somewhat neutral,0.251,915,0.749,2726
1993,Mackenzie,4: mostly gendered,0.835,2900,0.165,575
1993,Ariel,4: mostly gendered,0.86,2708,0.14,441
1993,Kendall,1: most neutral,0.568,1271,0.432,965
1993,Dana,4: mostly gendered,0.89,1988,0.11,246
1993,Jessie,1: most neutral,0.506,1108,0.494,1082
1993,Jaime,2: very neutral,0.314,654,0.686,1427
1993,Riley,3: somewhat neutral,0.287,553,0.713,1377
1993,Dallas,3: somewhat neutral,0.28,450,0.72,1156
1993,Skyler,3: somewhat neutral,0.252,402,0.748,1191
1993,Kasey,3: somewhat neutral,0.76,1200,0.24,378
1993,Guadalupe,3: somewhat neutral,0.797,1255,0.203,320
1993,Ashton,1: most neutral,0.526,792,0.474,714
1993,Micah,4: mostly gendered,0.188,278,0.812,1202
1993,Harley,1: most neutral,0.497,718,0.503,727
1993,Chandler,1: most neutral,0.526,733,0.474,661
1993,Avery,2: very neutral,0.327,453,0.673,933
1993,Robin,3: somewhat neutral,0.771,998,0.229,296
1993,Aubrey,4: mostly gendered,0.842,1058,0.158,198
1993,Lee,4: mostly gendered,0.139,159,0.861,989
1993,Skylar,1: most neutral,0.487,545,0.513,574
1993,Darian,1: most neutral,0.48,523,0.52,566
1993,Stacy,4: mostly gendered,0.883,957,0.117,127
1993,Tracy,3: somewhat neutral,0.713,737,0.287,296
1993,Tayler,4: mostly gendered,0.851,871,0.149,153
1993,Francis,4: mostly gendered,0.154,137,0.846,752
1993,Carson,3: somewhat neutral,0.213,189,0.787,699
1993,Devan,2: very neutral,0.355,312,0.645,568
1993,Peyton,3: somewhat neutral,0.718,617,0.282,242
1993,Rene,4: mostly gendered,0.13,110,0.87,738
1993,Payton,2: very neutral,0.62,522,0.38,320
1993,Paris,2: very neutral,0.681,570,0.319,267
1993,Sidney,1: most neutral,0.512,420,0.488,401
1993,Kristian,2: very neutral,0.315,239,0.685,520
1993,Ali,1: most neutral,0.405,301,0.595,442
1993,Noel,2: very neutral,0.309,221,0.691,494
1993,Quinn,4: mostly gendered,0.192,131,0.808,550
1993,Tristan,4: mostly gendered,0.161,109,0.839,567
1993,Darien,3: somewhat neutral,0.208,140,0.792,533
1993,Kerry,1: most neutral,0.558,373,0.442,296
1993,Jordon,4: mostly gendered,0.142,93,0.858,561
1993,Kameron,4: mostly gendered,0.117,76,0.883,575
1993,Jean,2: very neutral,0.333,214,0.667,428
1993,Baby,1: most neutral,0.472,296,0.528,331
1993,Loren,2: very neutral,0.618,362,0.382,224
1993,Sterling,4: mostly gendered,0.131,76,0.869,504
1993,Quincy,4: mostly gendered,0.101,57,0.899,505
1993,Blair,2: very neutral,0.661,360,0.339,185
1993,Charlie,4: mostly gendered,0.191,104,0.809,441
1993,Jackie,2: very neutral,0.613,321,0.387,203
1993,Frankie,2: very neutral,0.321,163,0.679,345
1993,Addison,2: very neutral,0.353,170,0.647,311
1993,Daryl,4: mostly gendered,0.115,53,0.885,409
1993,Dorian,3: somewhat neutral,0.204,93,0.796,362
1993,Devyn,1: most neutral,0.588,266,0.412,186
1993,Domonique,3: somewhat neutral,0.725,325,0.275,123
1993,Stevie,3: somewhat neutral,0.721,321,0.279,124
1993,Justice,2: very neutral,0.395,175,0.605,268
1993,Korey,4: mostly gendered,0.111,47,0.889,377
1993,Tracey,4: mostly gendered,0.805,339,0.195,82
1993,Sawyer,4: mostly gendered,0.101,42,0.899,375
1993,Shea,1: most neutral,0.588,243,0.412,170
1993,Elisha,2: very neutral,0.647,260,0.353,142
1993,Infant,1: most neutral,0.491,195,0.509,202
1993,Darion,3: somewhat neutral,0.237,92,0.763,296
1993,Sage,1: most neutral,0.545,211,0.455,176
1993,Brook,4: mostly gendered,0.878,338,0.122,47
1993,Dominque,1: most neutral,0.589,226,0.411,158
1993,Shayne,3: somewhat neutral,0.223,84,0.777,292
1993,Lane,4: mostly gendered,0.198,74,0.802,299
1993,Aidan,4: mostly gendered,0.105,39,0.895,332
1993,Kori,4: mostly gendered,0.885,323,0.115,42
1993,Skye,4: mostly gendered,0.86,313,0.14,51
1993,Kendal,2: very neutral,0.622,225,0.378,137
1993,Kacey,4: mostly gendered,0.854,305,0.146,52
1993,Eden,4: mostly gendered,0.891,318,0.109,39
1993,Bobbie,4: mostly gendered,0.895,314,0.105,37
1993,Montana,2: very neutral,0.643,225,0.357,125
1993,Regan,4: mostly gendered,0.817,285,0.183,64
1993,Deven,4: mostly gendered,0.15,51,0.85,290
1993,Tory,1: most neutral,0.419,142,0.581,197
1993,Christen,4: mostly gendered,0.855,289,0.145,49
1993,Cori,4: mostly gendered,0.86,289,0.14,47
1993,Jayme,4: mostly gendered,0.829,277,0.171,57
1993,Johnnie,4: mostly gendered,0.193,63,0.807,264
1993,Lynn,4: mostly gendered,0.822,264,0.178,57
1993,Toby,4: mostly gendered,0.107,34,0.893,284
1993,Kirby,1: most neutral,0.453,143,0.547,173
1993,Codi,1: most neutral,0.483,144,0.517,154
1993,Codie,3: somewhat neutral,0.277,81,0.723,211
1993,Christin,4: mostly gendered,0.885,255,0.115,33
1993,Jody,1: most neutral,0.518,146,0.482,136
1993,Jessi,3: somewhat neutral,0.775,214,0.225,62
1993,Jaylen,4: mostly gendered,0.131,36,0.869,238
