year,name,category,ratio_f,number_f,ratio_m,number_m
1961,Tracy,2: very neutral,0.687,6988,0.313,3183
1961,Dana,2: very neutral,0.677,3544,0.323,1694
1961,Lee,2: very neutral,0.323,1493,0.677,3125
1961,Kerry,2: very neutral,0.339,1040,0.661,2026
1961,Jody,2: very neutral,0.687,1832,0.313,834
1961,Rene,1: most neutral,0.549,858,0.451,705
1961,Pat,2: very neutral,0.396,610,0.604,930
1961,Jessie,2: very neutral,0.331,469,0.669,950
1961,Marion,1: most neutral,0.57,749,0.43,565
1961,Angel,1: most neutral,0.472,596,0.528,667
1961,Robbie,1: most neutral,0.408,471,0.592,682
1961,Kris,1: most neutral,0.551,619,0.449,504
1961,Guadalupe,2: very neutral,0.613,406,0.387,256
1961,Carey,2: very neutral,0.327,160,0.673,330
1961,Unknown,2: very neutral,0.364,96,0.636,168
1961,Courtney,1: most neutral,0.417,101,0.583,141
1961,Alexis,2: very neutral,0.691,154,0.309,69
1961,Ollie,1: most neutral,0.514,113,0.486,107
1961,Lindsey,2: very neutral,0.326,70,0.674,145
1961,Ashley,2: very neutral,0.391,81,0.609,126
1961,Lavern,2: very neutral,0.617,116,0.383,72
1961,Sydney,2: very neutral,0.686,127,0.314,58
1961,Val,1: most neutral,0.522,96,0.478,88
1961,Lindsay,2: very neutral,0.317,58,0.683,125
1961,Cris,2: very neutral,0.386,66,0.614,105
1961,Andra,2: very neutral,0.647,110,0.353,60
1961,Paris,1: most neutral,0.55,77,0.45,63
1961,Cleo,1: most neutral,0.559,76,0.441,60
1961,Dorian,1: most neutral,0.48,61,0.52,66
1961,Alva,1: most neutral,0.454,54,0.546,65
1961,Clair,2: very neutral,0.364,43,0.636,75
1961,Devon,1: most neutral,0.449,53,0.551,65
1961,Vernell,2: very neutral,0.632,74,0.368,43
1961,Whitney,1: most neutral,0.41,48,0.59,69
1961,Jayme,2: very neutral,0.684,78,0.316,36
1961,Tory,1: most neutral,0.533,56,0.467,49
1961,Lavon,2: very neutral,0.686,72,0.314,33
1961,Dell,2: very neutral,0.365,38,0.635,66
1961,Lorenza,2: very neutral,0.347,35,0.653,66
1961,Ricki,2: very neutral,0.384,38,0.616,61
1961,Kary,1: most neutral,0.582,53,0.418,38
1961,Darby,2: very neutral,0.602,53,0.398,35
1961,Nickie,2: very neutral,0.648,57,0.352,31
1961,Jonnie,2: very neutral,0.698,60,0.302,26
1961,Arden,2: very neutral,0.313,26,0.687,57
1961,Kit,1: most neutral,0.42,34,0.58,47
1961,Vada,1: most neutral,0.588,47,0.412,33
1961,Allyn,1: most neutral,0.461,35,0.539,41
1961,Lorin,2: very neutral,0.316,24,0.684,52
1961,Dann,1: most neutral,0.542,39,0.458,33
1961,Carrol,2: very neutral,0.667,48,0.333,24
1961,Dru,2: very neutral,0.632,43,0.368,25
1961,Dayle,1: most neutral,0.538,35,0.462,30
1961,Nikita,2: very neutral,0.65,39,0.35,21
1961,Trinidad,1: most neutral,0.567,34,0.433,26
1961,Nicola,1: most neutral,0.593,35,0.407,24
1961,Karry,1: most neutral,0.559,33,0.441,26
1961,Elisha,1: most neutral,0.589,33,0.411,23
1961,Karey,2: very neutral,0.636,35,0.364,20
1961,Robie,1: most neutral,0.455,25,0.545,30
1961,Tandy,2: very neutral,0.642,34,0.358,19
1961,Kem,2: very neutral,0.302,16,0.698,37
1961,Shon,2: very neutral,0.346,18,0.654,34
1961,Theo,2: very neutral,0.314,16,0.686,35
1961,Sheridan,2: very neutral,0.62,31,0.38,19
1961,Garnet,1: most neutral,0.571,28,0.429,21
1961,Kendal,2: very neutral,0.388,19,0.612,30
1961,Linn,1: most neutral,0.592,29,0.408,20
1961,Linnie,2: very neutral,0.612,30,0.388,19
1961,Cam,1: most neutral,0.417,20,0.583,28
1961,Jade,2: very neutral,0.667,32,0.333,16
1961,Randie,1: most neutral,0.596,28,0.404,19
1961,Marcell,1: most neutral,0.489,22,0.511,23
1961,Garnett,2: very neutral,0.356,16,0.644,29
1961,Deane,2: very neutral,0.378,17,0.622,28
1961,Shan,1: most neutral,0.6,27,0.4,18
1961,Lacey,2: very neutral,0.622,28,0.378,17
1961,Kimmy,1: most neutral,0.545,24,0.455,20
1961,Mallory,1: most neutral,0.591,26,0.409,18
1961,Tonnie,1: most neutral,0.561,23,0.439,18
1961,Desi,2: very neutral,0.39,16,0.61,25
1961,Marlo,2: very neutral,0.35,14,0.65,26
1961,Kriss,2: very neutral,0.625,25,0.375,15
1961,Demetris,1: most neutral,0.513,20,0.487,19
1961,Maris,1: most neutral,0.421,16,0.579,22
1961,Marvis,1: most neutral,0.595,22,0.405,15
1961,Vernie,2: very neutral,0.324,12,0.676,25
1961,Jule,1: most neutral,0.583,21,0.417,15
1961,Bryn,2: very neutral,0.667,24,0.333,12
1961,Lin,1: most neutral,0.417,15,0.583,21
1961,Darien,2: very neutral,0.333,12,0.667,24
1961,Shay,1: most neutral,0.556,20,0.444,16
1961,Joie,1: most neutral,0.514,18,0.486,17
1961,Terryl,1: most neutral,0.529,18,0.471,16
1961,Teddie,1: most neutral,0.485,16,0.515,17
1961,Jeryl,1: most neutral,0.515,17,0.485,16
1961,Kelsey,1: most neutral,0.545,18,0.455,15
1961,Carlin,2: very neutral,0.364,12,0.636,21
1961,Alpha,2: very neutral,0.636,21,0.364,12
1961,Adell,2: very neutral,0.625,20,0.375,12
