year,name,category,ratio_f,number_f,ratio_m,number_m
1911,Willie,2: very neutral,0.396,1637,0.604,2492
1911,Johnnie,2: very neutral,0.36,256,0.64,455
1911,Jimmie,2: very neutral,0.336,123,0.664,243
1911,Merle,1: most neutral,0.568,151,0.432,115
1911,Tommie,2: very neutral,0.342,79,0.658,152
1911,Gene,2: very neutral,0.306,45,0.694,102
1911,Patsy,1: most neutral,0.479,68,0.521,74
1911,Alva,1: most neutral,0.589,83,0.411,58
1911,Odell,1: most neutral,0.449,62,0.551,76
1911,Sammie,2: very neutral,0.323,30,0.677,63
1911,Vernie,2: very neutral,0.64,48,0.36,27
1911,Pat,2: very neutral,0.3,21,0.7,49
1911,Ivory,1: most neutral,0.537,36,0.463,31
1911,Theo,1: most neutral,0.537,36,0.463,31
1911,Maxie,2: very neutral,0.683,41,0.317,19
1911,Garnett,2: very neutral,0.667,38,0.333,19
1911,Gail,1: most neutral,0.582,32,0.418,23
1911,Augustine,2: very neutral,0.396,21,0.604,32
1911,Odie,2: very neutral,0.64,32,0.36,18
1911,Arlie,2: very neutral,0.32,16,0.68,34
1911,Lavern,1: most neutral,0.5,24,0.5,24
1911,Otha,2: very neutral,0.326,15,0.674,31
1911,Terry,2: very neutral,0.356,16,0.644,29
1911,Jonnie,1: most neutral,0.467,21,0.533,24
1911,Golden,2: very neutral,0.622,28,0.378,17
1911,Lonie,1: most neutral,0.59,23,0.41,16
1911,Dana,2: very neutral,0.333,13,0.667,26
1911,Dell,2: very neutral,0.686,24,0.314,11
1911,Ozie,1: most neutral,0.514,18,0.486,17
1911,Alvie,2: very neutral,0.382,13,0.618,21
1911,Gale,2: very neutral,0.333,11,0.667,22
1911,Alvis,2: very neutral,0.313,10,0.688,22
1911,Vester,2: very neutral,0.375,12,0.625,20
1911,Ernie,2: very neutral,0.375,12,0.625,20
1911,Meredith,1: most neutral,0.5,16,0.5,16
1911,Santos,1: most neutral,0.433,13,0.567,17
1911,Estel,2: very neutral,0.379,11,0.621,18
1911,Cruz,1: most neutral,0.448,13,0.552,16
1911,Verne,1: most neutral,0.552,16,0.448,13
1911,Jodie,2: very neutral,0.621,18,0.379,11
1911,Laurel,2: very neutral,0.607,17,0.393,11
1911,Lorenza,1: most neutral,0.464,13,0.536,15
1911,Tracy,2: very neutral,0.37,10,0.63,17
1911,Loyce,1: most neutral,0.593,16,0.407,11
1911,Jamie,1: most neutral,0.556,15,0.444,12
1911,Bee,1: most neutral,0.52,13,0.48,12
1911,Mickey,2: very neutral,0.667,16,0.333,8
1911,Ennis,2: very neutral,0.333,8,0.667,16
1911,Ezell,2: very neutral,0.333,8,0.667,16
1911,Lovell,2: very neutral,0.375,9,0.625,15
