year,name,category,ratio_f,number_f,ratio_m,number_m
1938,Willie,3: somewhat neutral,0.249,2019,0.751,6082
1938,Marion,2: very neutral,0.654,2150,0.346,1139
1938,Jimmie,4: mostly gendered,0.159,509,0.841,2693
1938,Lee,4: mostly gendered,0.149,450,0.851,2575
1938,Jackie,2: very neutral,0.353,1062,0.647,1943
1938,Terry,4: mostly gendered,0.105,273,0.895,2336
1938,Jessie,2: very neutral,0.603,1476,0.397,972
1938,Billie,3: somewhat neutral,0.717,1746,0.283,688
1938,Bobbie,3: somewhat neutral,0.774,1868,0.226,544
1938,Johnnie,2: very neutral,0.369,851,0.631,1453
1938,Pat,3: somewhat neutral,0.785,1533,0.215,420
1938,Shelby,4: mostly gendered,0.889,1713,0.111,214
1938,Freddie,4: mostly gendered,0.145,223,0.855,1310
1938,Lynn,1: most neutral,0.471,722,0.529,810
1938,Leslie,4: mostly gendered,0.124,176,0.876,1248
1938,Bennie,4: mostly gendered,0.195,211,0.805,872
1938,Carmen,3: somewhat neutral,0.796,794,0.204,203
1938,Carroll,4: mostly gendered,0.159,157,0.841,828
1938,Gayle,4: mostly gendered,0.843,803,0.157,149
1938,Laverne,2: very neutral,0.691,638,0.309,285
1938,Frankie,1: most neutral,0.588,527,0.412,370
1938,Tommie,2: very neutral,0.372,302,0.628,509
1938,Merle,2: very neutral,0.335,264,0.665,525
1938,Donnie,4: mostly gendered,0.178,129,0.822,595
1938,Ollie,2: very neutral,0.698,450,0.302,195
1938,Jan,1: most neutral,0.459,269,0.541,317
1938,Cleo,2: very neutral,0.685,387,0.315,178
1938,Noel,4: mostly gendered,0.126,61,0.874,425
1938,Guadalupe,1: most neutral,0.561,270,0.439,211
1938,Sammie,3: somewhat neutral,0.275,132,0.725,348
1938,Lupe,3: somewhat neutral,0.737,344,0.263,123
1938,Ora,4: mostly gendered,0.894,415,0.106,49
1938,Gale,2: very neutral,0.342,152,0.658,292
1938,Jewel,4: mostly gendered,0.838,368,0.162,71
1938,Jewell,4: mostly gendered,0.866,342,0.134,53
1938,Robbie,4: mostly gendered,0.867,301,0.133,46
1938,Gerry,1: most neutral,0.507,175,0.493,170
1938,Carrol,1: most neutral,0.452,140,0.548,170
1938,Johnie,3: somewhat neutral,0.206,64,0.794,246
1938,Mickey,3: somewhat neutral,0.288,89,0.712,220
1938,Lavern,2: very neutral,0.343,98,0.657,188
1938,Dana,1: most neutral,0.534,151,0.466,132
1938,Daryl,4: mostly gendered,0.133,37,0.867,242
1938,Adrian,4: mostly gendered,0.105,29,0.895,247
1938,Dee,1: most neutral,0.565,153,0.435,118
1938,Meredith,3: somewhat neutral,0.716,194,0.284,77
1938,Odell,4: mostly gendered,0.123,33,0.877,235
1938,Alva,2: very neutral,0.391,100,0.609,156
1938,Chris,4: mostly gendered,0.102,26,0.898,228
1938,Sandy,3: somewhat neutral,0.724,181,0.276,69
1938,Marlyn,2: very neutral,0.658,158,0.342,82
1938,Rene,4: mostly gendered,0.191,45,0.809,191
1938,Robin,1: most neutral,0.454,104,0.546,125
1938,Toby,3: somewhat neutral,0.748,157,0.252,53
1938,Vernell,4: mostly gendered,0.829,170,0.171,35
1938,Clair,4: mostly gendered,0.119,24,0.881,177
1938,Sherrill,3: somewhat neutral,0.711,138,0.289,56
1938,Clare,3: somewhat neutral,0.741,143,0.259,50
1938,Allie,4: mostly gendered,0.826,152,0.174,32
1938,Maxie,1: most neutral,0.414,75,0.586,106
1938,Georgie,4: mostly gendered,0.843,150,0.157,28
1938,Bernie,4: mostly gendered,0.152,26,0.848,145
