year,name,category,ratio_f,number_f,ratio_m,number_m
2000,Jordan,2: very neutral,0.323,5808,0.677,12168
2000,Angel,2: very neutral,0.31,2833,0.69,6305
2000,Riley,1: most neutral,0.427,2552,0.573,3421
2000,Peyton,1: most neutral,0.496,1967,0.504,2001
2000,Payton,1: most neutral,0.566,2058,0.434,1581
2000,Casey,1: most neutral,0.454,1517,0.546,1822
2000,Avery,1: most neutral,0.572,1832,0.428,1370
2000,Skyler,1: most neutral,0.466,1284,0.534,1472
2000,Kendall,2: very neutral,0.692,1650,0.308,733
2000,Ashton,2: very neutral,0.398,868,0.602,1315
2000,Addison,2: very neutral,0.693,983,0.307,436
2000,Harley,1: most neutral,0.584,756,0.416,538
2000,Jessie,1: most neutral,0.574,719,0.426,533
2000,Justice,1: most neutral,0.421,477,0.579,656
2000,Sage,1: most neutral,0.587,557,0.413,392
2000,Amari,2: very neutral,0.666,519,0.334,260
2000,Jaylin,2: very neutral,0.331,253,0.669,512
2000,Devyn,1: most neutral,0.505,335,0.495,329
2000,Jaiden,1: most neutral,0.49,313,0.51,326
2000,Armani,1: most neutral,0.521,305,0.479,280
2000,Baby,1: most neutral,0.483,263,0.517,281
2000,Shea,2: very neutral,0.663,321,0.337,163
2000,Reilly,1: most neutral,0.598,289,0.402,194
2000,Tracy,2: very neutral,0.69,329,0.31,148
2000,Elisha,1: most neutral,0.407,190,0.593,277
2000,London,2: very neutral,0.609,271,0.391,174
2000,Infant,1: most neutral,0.493,210,0.507,216
2000,Jackie,1: most neutral,0.416,142,0.584,199
2000,Joan,1: most neutral,0.489,163,0.511,170
2000,Blair,2: very neutral,0.669,218,0.331,108
2000,Santana,2: very neutral,0.613,196,0.387,124
2000,Kerry,1: most neutral,0.574,182,0.426,135
2000,Phoenix,1: most neutral,0.432,137,0.568,180
2000,Jorden,2: very neutral,0.325,102,0.675,212
2000,Rowan,1: most neutral,0.505,158,0.495,155
2000,Layne,2: very neutral,0.308,95,0.692,213
2000,Emerson,1: most neutral,0.444,136,0.556,170
2000,Kendal,2: very neutral,0.689,210,0.311,95
2000,Mckinley,2: very neutral,0.613,176,0.387,111
2000,Ryley,2: very neutral,0.365,99,0.635,172
2000,Jensen,1: most neutral,0.465,125,0.535,144
2000,Jaylyn,2: very neutral,0.665,173,0.335,87
2000,Shay,2: very neutral,0.627,156,0.373,93
2000,Marion,1: most neutral,0.578,141,0.422,103
2000,Notnamed,1: most neutral,0.498,108,0.502,109
2000,Milan,1: most neutral,0.445,93,0.555,116
2000,Jordin,1: most neutral,0.56,108,0.44,85
2000,Noa,2: very neutral,0.613,114,0.387,72
2000,Emery,1: most neutral,0.557,103,0.443,82
2000,Sunny,1: most neutral,0.598,107,0.402,72
