year,name,category,ratio_f,number_f,ratio_m,number_m
2015,Hayden,2: very neutral,0.384,1711,0.616,2747
2015,Charlie,1: most neutral,0.483,1559,0.517,1672
2015,Emerson,1: most neutral,0.599,1794,0.401,1202
2015,Rowan,2: very neutral,0.353,989,0.647,1815
2015,Finley,2: very neutral,0.602,1602,0.398,1060
2015,River,2: very neutral,0.385,947,0.615,1514
2015,Dakota,1: most neutral,0.586,1332,0.414,940
2015,Amari,2: very neutral,0.332,678,0.668,1365
2015,Skyler,1: most neutral,0.552,1121,0.448,911
2015,Phoenix,2: very neutral,0.376,699,0.624,1162
2015,Sage,2: very neutral,0.688,887,0.312,402
2015,Rory,2: very neutral,0.329,418,0.671,853
2015,Justice,1: most neutral,0.56,702,0.44,552
2015,Tatum,2: very neutral,0.624,782,0.376,471
2015,Milan,2: very neutral,0.36,408,0.64,724
2015,Lennon,1: most neutral,0.579,606,0.421,440
2015,Royal,2: very neutral,0.368,378,0.632,648
2015,Armani,1: most neutral,0.434,430,0.566,561
2015,Lennox,2: very neutral,0.387,379,0.613,600
2015,Oakley,1: most neutral,0.488,471,0.512,495
2015,Jamie,2: very neutral,0.697,638,0.303,278
2015,Remy,2: very neutral,0.375,333,0.625,554
2015,Casey,2: very neutral,0.399,343,0.601,516
2015,Shiloh,2: very neutral,0.663,484,0.337,246
2015,Emory,2: very neutral,0.627,456,0.373,271
2015,Jessie,2: very neutral,0.668,469,0.332,233
2015,Azariah,1: most neutral,0.476,326,0.524,359
2015,Sutton,2: very neutral,0.661,423,0.339,217
2015,Landry,1: most neutral,0.531,297,0.469,262
2015,Briar,2: very neutral,0.622,334,0.378,203
2015,Finnley,2: very neutral,0.35,174,0.65,323
2015,Baylor,1: most neutral,0.434,215,0.566,280
2015,Frankie,1: most neutral,0.567,271,0.433,207
2015,Robin,1: most neutral,0.55,260,0.45,213
2015,Jaylin,2: very neutral,0.627,289,0.373,172
2015,Sidney,1: most neutral,0.599,269,0.401,180
2015,Denver,1: most neutral,0.449,197,0.551,242
2015,Camdyn,2: very neutral,0.318,125,0.682,268
2015,Santana,2: very neutral,0.318,119,0.682,255
2015,Dominique,2: very neutral,0.366,137,0.634,237
2015,Campbell,2: very neutral,0.62,225,0.38,138
2015,Reign,2: very neutral,0.655,232,0.345,122
2015,Kasey,2: very neutral,0.699,237,0.301,102
2015,Palmer,1: most neutral,0.564,177,0.436,137
2015,Salem,1: most neutral,0.538,162,0.462,139
2015,Ira,2: very neutral,0.328,97,0.672,199
2015,Harlem,2: very neutral,0.306,89,0.694,202
2015,Shea,2: very neutral,0.656,191,0.344,100
2015,Yael,2: very neutral,0.373,106,0.627,178
2015,Hollis,2: very neutral,0.376,106,0.624,176
