year,name,category,ratio_f,number_f,ratio_m,number_m
1925,Willie,2: very neutral,0.356,3946,0.644,7124
1925,Jessie,2: very neutral,0.668,2951,0.332,1467
1925,Johnnie,2: very neutral,0.393,1127,0.607,1744
1925,Billie,2: very neutral,0.649,1827,0.351,989
1925,Merle,2: very neutral,0.326,404,0.674,836
1925,Bobbie,2: very neutral,0.676,677,0.324,325
1925,Tommie,2: very neutral,0.394,318,0.606,489
1925,Guadalupe,2: very neutral,0.646,385,0.354,211
1925,Jackie,1: most neutral,0.492,267,0.508,276
1925,Pat,1: most neutral,0.402,198,0.598,295
1925,Odell,2: very neutral,0.318,146,0.682,313
1925,Alva,2: very neutral,0.392,154,0.608,239
1925,Lavern,2: very neutral,0.332,127,0.668,256
1925,Gail,1: most neutral,0.477,163,0.523,179
1925,Terry,1: most neutral,0.438,148,0.562,190
1925,Augustine,2: very neutral,0.368,84,0.632,144
1925,Santos,2: very neutral,0.396,82,0.604,125
1925,Theo,1: most neutral,0.51,102,0.49,98
1925,Dana,1: most neutral,0.405,79,0.595,116
1925,Ivy,2: very neutral,0.642,124,0.358,69
1925,Claudie,2: very neutral,0.615,110,0.385,69
1925,Gayle,1: most neutral,0.562,100,0.438,78
1925,Meredith,1: most neutral,0.523,91,0.477,83
1925,Donnie,2: very neutral,0.618,107,0.382,66
1925,Cruz,1: most neutral,0.472,76,0.528,85
1925,Mickey,1: most neutral,0.566,90,0.434,69
1925,Garnett,1: most neutral,0.49,76,0.51,79
1925,Ardell,1: most neutral,0.573,82,0.427,61
1925,Maxie,1: most neutral,0.59,82,0.41,57
1925,Ocie,2: very neutral,0.691,96,0.309,43
1925,Vernie,2: very neutral,0.647,88,0.353,48
1925,Ivory,1: most neutral,0.426,52,0.574,70
1925,Merlyn,2: very neutral,0.342,41,0.658,79
1925,Trinidad,1: most neutral,0.561,64,0.439,50
1925,Marlyn,1: most neutral,0.57,65,0.43,49
1925,Burnice,2: very neutral,0.677,67,0.323,32
1925,Myrle,2: very neutral,0.68,66,0.32,31
1925,Jamie,2: very neutral,0.63,58,0.37,34
1925,Odie,1: most neutral,0.461,41,0.539,48
1925,Robin,1: most neutral,0.472,42,0.528,47
1925,Lorenza,1: most neutral,0.534,47,0.466,41
1925,Luverne,1: most neutral,0.429,36,0.571,48
1925,Refugio,2: very neutral,0.305,25,0.695,57
1925,Myrl,2: very neutral,0.683,56,0.317,26
1925,Natividad,1: most neutral,0.539,41,0.461,35
1925,Golden,1: most neutral,0.413,31,0.587,44
1925,Laurie,1: most neutral,0.5,36,0.5,36
1925,Verdell,2: very neutral,0.648,46,0.352,25
1925,Jule,1: most neutral,0.507,36,0.493,35
1925,Dannie,2: very neutral,0.304,21,0.696,48
