year,name,category,ratio_f,number_f,ratio_m,number_m
2002,Jordan,2: very neutral,0.356,6152,0.644,11152
2002,Riley,1: most neutral,0.497,3906,0.503,3959
2002,Avery,2: very neutral,0.651,2589,0.349,1387
2002,Peyton,1: most neutral,0.491,1702,0.509,1764
2002,Payton,1: most neutral,0.58,1758,0.42,1273
2002,Skyler,1: most neutral,0.427,1162,0.573,1558
2002,Casey,1: most neutral,0.424,1031,0.576,1399
2002,Justice,1: most neutral,0.466,725,0.534,832
2002,Harley,2: very neutral,0.601,871,0.399,579
2002,Jessie,1: most neutral,0.509,676,0.491,653
2002,Reese,1: most neutral,0.476,614,0.524,675
2002,Jaiden,1: most neutral,0.434,541,0.566,705
2002,Dominique,2: very neutral,0.686,829,0.314,379
2002,Amari,1: most neutral,0.573,677,0.427,505
2002,Sage,2: very neutral,0.643,683,0.357,380
2002,Jaylin,2: very neutral,0.306,297,0.694,675
2002,Devyn,1: most neutral,0.466,245,0.534,281
2002,Shea,1: most neutral,0.571,294,0.429,221
2002,Reilly,1: most neutral,0.599,305,0.401,204
2002,Emerson,1: most neutral,0.557,280,0.443,223
2002,Elisha,2: very neutral,0.331,166,0.669,336
2002,Phoenix,2: very neutral,0.318,150,0.682,321
2002,Armani,1: most neutral,0.528,248,0.472,222
2002,London,1: most neutral,0.598,278,0.402,187
2002,Baby,1: most neutral,0.51,237,0.49,228
2002,Rory,1: most neutral,0.42,187,0.58,258
2002,Rowan,1: most neutral,0.502,207,0.498,205
2002,Robin,2: very neutral,0.69,271,0.31,122
2002,Austyn,2: very neutral,0.37,134,0.63,228
2002,Loren,2: very neutral,0.64,224,0.36,126
2002,Campbell,1: most neutral,0.579,197,0.421,143
2002,Joan,2: very neutral,0.334,111,0.666,221
2002,Jorden,2: very neutral,0.335,110,0.665,218
2002,Jackie,1: most neutral,0.526,164,0.474,148
2002,Ryley,1: most neutral,0.452,132,0.548,160
2002,Kerry,1: most neutral,0.52,141,0.48,130
2002,Mckinley,2: very neutral,0.631,169,0.369,99
2002,Marion,1: most neutral,0.52,130,0.48,120
2002,Kamari,2: very neutral,0.379,94,0.621,154
2002,Harper,2: very neutral,0.692,164,0.308,73
2002,Infant,1: most neutral,0.464,108,0.536,125
2002,Milan,1: most neutral,0.57,130,0.43,98
2002,Emery,1: most neutral,0.586,133,0.414,94
2002,Shay,2: very neutral,0.651,140,0.349,75
2002,Briley,2: very neutral,0.699,146,0.301,63
2002,Santana,1: most neutral,0.522,108,0.478,99
2002,Jensen,1: most neutral,0.487,95,0.513,100
2002,Jordin,1: most neutral,0.516,95,0.484,89
2002,Remy,1: most neutral,0.417,75,0.583,105
2002,Rian,1: most neutral,0.511,89,0.489,85
