year,name,category,ratio_f,number_f,ratio_m,number_m
1919,Willie,2: very neutral,0.368,4050,0.632,6942
1919,Johnnie,2: very neutral,0.327,832,0.673,1716
1919,Billie,2: very neutral,0.689,790,0.311,356
1919,Merle,2: very neutral,0.339,370,0.661,721
1919,Tommie,2: very neutral,0.36,258,0.64,458
1919,Patsy,2: very neutral,0.36,168,0.64,299
1919,Odell,2: very neutral,0.331,151,0.669,305
1919,Alva,2: very neutral,0.397,174,0.603,264
1919,Guadalupe,2: very neutral,0.632,276,0.368,161
1919,Gail,1: most neutral,0.511,184,0.489,176
1919,Sammie,2: very neutral,0.334,115,0.666,229
1919,Lavern,2: very neutral,0.338,112,0.662,219
1919,Trinidad,2: very neutral,0.619,143,0.381,88
1919,Theo,1: most neutral,0.542,109,0.458,92
1919,Augustine,2: very neutral,0.337,63,0.663,124
1919,Claudie,1: most neutral,0.572,103,0.428,77
1919,Vernie,1: most neutral,0.592,100,0.408,69
1919,Ocie,1: most neutral,0.571,89,0.429,67
1919,Terry,2: very neutral,0.369,55,0.631,94
1919,Ivory,2: very neutral,0.39,57,0.61,89
1919,Maxie,1: most neutral,0.572,83,0.428,62
1919,Garnett,1: most neutral,0.476,69,0.524,76
1919,Meredith,1: most neutral,0.462,66,0.538,77
1919,Donnie,1: most neutral,0.599,85,0.401,57
1919,Ossie,2: very neutral,0.696,96,0.304,42
1919,Dana,2: very neutral,0.381,51,0.619,83
1919,Cruz,1: most neutral,0.508,67,0.492,65
1919,Santos,1: most neutral,0.432,57,0.568,75
1919,Ardell,2: very neutral,0.603,79,0.397,52
1919,Golden,1: most neutral,0.484,62,0.516,66
1919,Jonnie,1: most neutral,0.425,54,0.575,73
1919,Jamie,2: very neutral,0.664,73,0.336,37
1919,Odie,1: most neutral,0.449,48,0.551,59
1919,Mickey,1: most neutral,0.5,47,0.5,47
1919,Rossie,2: very neutral,0.7,63,0.3,27
1919,Myrl,1: most neutral,0.596,53,0.404,36
1919,Audie,1: most neutral,0.584,52,0.416,37
1919,Burnice,2: very neutral,0.616,53,0.384,33
1919,Laurel,2: very neutral,0.646,53,0.354,29
1919,Vester,2: very neutral,0.305,25,0.695,57
1919,Luverne,1: most neutral,0.531,43,0.469,38
1919,Dell,1: most neutral,0.463,37,0.537,43
1919,Lorenza,1: most neutral,0.5,39,0.5,39
1919,Earlie,2: very neutral,0.333,26,0.667,52
1919,Lonie,1: most neutral,0.579,44,0.421,32
1919,Deane,2: very neutral,0.357,25,0.643,45
1919,Verle,2: very neutral,0.368,25,0.632,43
1919,Ozie,1: most neutral,0.545,36,0.455,30
1919,Refugio,2: very neutral,0.308,20,0.692,45
1919,Jodie,2: very neutral,0.355,22,0.645,40
