year,name,category,ratio_f,number_f,ratio_m,number_m
1930,Willie,2: very neutral,0.312,3017,0.688,6667
1930,Billie,2: very neutral,0.687,3241,0.313,1474
1930,Jessie,2: very neutral,0.623,2195,0.377,1330
1930,Johnnie,2: very neutral,0.338,912,0.662,1784
1930,Jackie,2: very neutral,0.391,626,0.609,974
1930,Pat,2: very neutral,0.663,734,0.337,373
1930,Tommie,2: very neutral,0.387,337,0.613,533
1930,Frankie,2: very neutral,0.68,545,0.32,257
1930,Guadalupe,2: very neutral,0.634,427,0.366,246
1930,Terry,2: very neutral,0.339,152,0.661,296
1930,Lavern,2: very neutral,0.328,128,0.672,262
1930,Gail,1: most neutral,0.567,198,0.433,151
1930,Alva,2: very neutral,0.366,120,0.634,208
1930,Donnie,2: very neutral,0.377,106,0.623,175
1930,Gayle,2: very neutral,0.61,139,0.39,89
1930,Arden,2: very neutral,0.398,90,0.602,136
1930,Mickey,1: most neutral,0.429,93,0.571,124
1930,Dana,2: very neutral,0.382,76,0.618,123
1930,Gerry,2: very neutral,0.674,130,0.326,63
1930,Marlyn,1: most neutral,0.518,87,0.482,81
1930,Meredith,1: most neutral,0.584,94,0.416,67
1930,Maxie,1: most neutral,0.577,86,0.423,63
1930,Vernie,1: most neutral,0.544,80,0.456,67
1930,Santos,2: very neutral,0.34,50,0.66,97
1930,Claudie,1: most neutral,0.404,59,0.596,87
1930,Theo,2: very neutral,0.379,55,0.621,90
1930,Ivy,2: very neutral,0.648,94,0.352,51
1930,Artie,2: very neutral,0.664,95,0.336,48
1930,Dee,2: very neutral,0.338,45,0.662,88
1930,Rosario,2: very neutral,0.344,44,0.656,84
1930,Jonnie,2: very neutral,0.635,80,0.365,46
1930,Cruz,1: most neutral,0.488,61,0.512,64
1930,Robin,1: most neutral,0.413,50,0.587,71
1930,Ivory,1: most neutral,0.425,51,0.575,69
1930,Ardell,1: most neutral,0.437,52,0.563,67
1930,Garnett,1: most neutral,0.478,54,0.522,59
1930,Trinidad,1: most neutral,0.548,57,0.452,47
1930,Laurie,2: very neutral,0.657,65,0.343,34
1930,Ocie,1: most neutral,0.582,57,0.418,41
1930,Bethel,2: very neutral,0.633,62,0.367,36
1930,Jamie,2: very neutral,0.602,56,0.398,37
1930,Ossie,2: very neutral,0.688,64,0.312,29
1930,Jan,2: very neutral,0.674,60,0.326,29
1930,Dannie,2: very neutral,0.326,28,0.674,58
1930,Lorenza,1: most neutral,0.512,43,0.488,41
1930,Earlie,2: very neutral,0.373,31,0.627,52
1930,Ellie,2: very neutral,0.679,55,0.321,26
1930,Audie,1: most neutral,0.564,44,0.436,34
1930,Refugio,2: very neutral,0.303,23,0.697,53
1930,Toby,1: most neutral,0.583,42,0.417,30
