year,name,category,ratio_f,number_f,ratio_m,number_m
1924,Willie,2: very neutral,0.373,3991,0.627,6701
1924,Jessie,2: very neutral,0.683,3147,0.317,1459
1924,Johnnie,2: very neutral,0.381,1072,0.619,1741
1924,Billie,2: very neutral,0.644,1599,0.356,882
1924,Merle,2: very neutral,0.329,383,0.671,782
1924,Patsy,2: very neutral,0.635,520,0.365,299
1924,Bobbie,2: very neutral,0.678,503,0.322,239
1924,Tommie,1: most neutral,0.427,310,0.573,416
1924,Guadalupe,2: very neutral,0.658,388,0.342,202
1924,Jackie,1: most neutral,0.581,282,0.419,203
1924,Alva,2: very neutral,0.38,167,0.62,273
1924,Lavern,2: very neutral,0.333,145,0.667,290
1924,Odell,2: very neutral,0.337,143,0.663,281
1924,Pat,2: very neutral,0.397,158,0.603,240
1924,Sammie,2: very neutral,0.306,121,0.694,275
1924,Gail,1: most neutral,0.49,165,0.51,172
1924,Terry,1: most neutral,0.453,116,0.547,140
1924,Augustine,2: very neutral,0.324,70,0.676,146
1924,Santos,1: most neutral,0.474,100,0.526,111
1924,Theo,1: most neutral,0.534,111,0.466,97
1924,Claudie,1: most neutral,0.588,110,0.412,77
1924,Gayle,1: most neutral,0.578,107,0.422,78
1924,Ivy,2: very neutral,0.698,125,0.302,54
1924,Dana,2: very neutral,0.374,67,0.626,112
1924,Maxie,1: most neutral,0.527,88,0.473,79
1924,Vernie,1: most neutral,0.512,85,0.488,81
1924,Mickey,1: most neutral,0.594,98,0.406,67
1924,Donnie,2: very neutral,0.679,112,0.321,53
1924,Meredith,1: most neutral,0.519,82,0.481,76
1924,Ivory,2: very neutral,0.373,56,0.627,94
1924,Trinidad,1: most neutral,0.592,87,0.408,60
1924,Ocie,2: very neutral,0.623,91,0.377,55
1924,Jonnie,1: most neutral,0.551,70,0.449,57
1924,Garnett,1: most neutral,0.48,61,0.52,66
1924,Cruz,1: most neutral,0.438,53,0.562,68
1924,Ardell,1: most neutral,0.539,62,0.461,53
1924,Myrl,2: very neutral,0.609,67,0.391,43
1924,Refugio,2: very neutral,0.317,32,0.683,69
1924,Burnice,1: most neutral,0.56,56,0.44,44
1924,Luverne,2: very neutral,0.35,35,0.65,65
1924,Golden,1: most neutral,0.449,44,0.551,54
1924,Marlyn,1: most neutral,0.479,46,0.521,50
1924,Odie,2: very neutral,0.333,31,0.667,62
1924,Jamie,2: very neutral,0.607,54,0.393,35
1924,Lorenza,1: most neutral,0.438,39,0.562,50
1924,Gay,2: very neutral,0.67,59,0.33,29
1924,Audie,2: very neutral,0.64,55,0.36,31
1924,Dell,1: most neutral,0.5,43,0.5,43
1924,Laurie,1: most neutral,0.425,34,0.575,46
1924,Earlie,2: very neutral,0.373,28,0.627,47
