year,name,category,ratio_f,number_f,ratio_m,number_m
1923,Willie,2: very neutral,0.373,3964,0.627,6664
1923,Jessie,2: very neutral,0.669,2995,0.331,1483
1923,Johnnie,2: very neutral,0.364,946,0.636,1653
1923,Billie,2: very neutral,0.618,1246,0.382,770
1923,Merle,2: very neutral,0.345,409,0.655,775
1923,Tommie,2: very neutral,0.346,253,0.654,478
1923,Patsy,1: most neutral,0.53,334,0.47,296
1923,Bobbie,2: very neutral,0.67,419,0.33,206
1923,Guadalupe,2: very neutral,0.646,362,0.354,198
1923,Odell,2: very neutral,0.336,150,0.664,296
1923,Alva,2: very neutral,0.352,149,0.648,274
1923,Lavern,2: very neutral,0.313,131,0.687,287
1923,Sammie,2: very neutral,0.324,121,0.676,252
1923,Gail,1: most neutral,0.425,154,0.575,208
1923,Pat,2: very neutral,0.33,112,0.67,227
1923,Jackie,2: very neutral,0.61,178,0.39,114
1923,Augustine,2: very neutral,0.325,75,0.675,156
1923,Terry,1: most neutral,0.412,94,0.588,134
1923,Dana,1: most neutral,0.421,80,0.579,110
1923,Claudie,1: most neutral,0.535,100,0.465,87
1923,Santos,1: most neutral,0.401,71,0.599,106
1923,Theo,1: most neutral,0.449,75,0.551,92
1923,Garnett,1: most neutral,0.5,82,0.5,82
1923,Maxie,1: most neutral,0.537,87,0.463,75
1923,Cruz,1: most neutral,0.542,84,0.458,71
1923,Gayle,1: most neutral,0.565,87,0.435,67
1923,Donnie,2: very neutral,0.673,103,0.327,50
1923,Meredith,1: most neutral,0.533,81,0.467,71
1923,Ardell,1: most neutral,0.576,87,0.424,64
1923,Trinidad,2: very neutral,0.62,93,0.38,57
1923,Ivy,2: very neutral,0.689,102,0.311,46
1923,Vernie,2: very neutral,0.657,92,0.343,48
1923,Mickey,1: most neutral,0.529,72,0.471,64
1923,Jonnie,2: very neutral,0.614,81,0.386,51
1923,Ivory,1: most neutral,0.423,55,0.577,75
1923,Jamie,2: very neutral,0.628,71,0.372,42
1923,Merlyn,2: very neutral,0.327,36,0.673,74
1923,Ocie,1: most neutral,0.559,57,0.441,45
1923,Lorenza,1: most neutral,0.436,44,0.564,57
1923,Clovis,2: very neutral,0.307,31,0.693,70
1923,Myrl,2: very neutral,0.633,62,0.367,36
1923,Burnice,1: most neutral,0.56,51,0.44,40
1923,Earlie,2: very neutral,0.348,31,0.652,58
1923,Dell,1: most neutral,0.483,42,0.517,45
1923,Laurie,1: most neutral,0.554,46,0.446,37
1923,Marlyn,1: most neutral,0.58,47,0.42,34
1923,Audie,2: very neutral,0.605,49,0.395,32
1923,Deane,2: very neutral,0.325,26,0.675,54
1923,Luverne,2: very neutral,0.392,31,0.608,48
1923,Ozell,2: very neutral,0.616,45,0.384,28
