year,name,category,ratio_f,number_f,ratio_m,number_m
1978,Casey,2: very neutral,0.338,1532,0.662,3002
1978,Angel,2: very neutral,0.608,1935,0.392,1249
1978,Jody,1: most neutral,0.581,1168,0.419,843
1978,Jessie,1: most neutral,0.418,644,0.582,895
1978,Devin,2: very neutral,0.325,418,0.675,868
1978,Devon,2: very neutral,0.645,760,0.355,418
1978,Jackie,2: very neutral,0.624,732,0.376,441
1978,Guadalupe,2: very neutral,0.645,535,0.355,294
1978,Kasey,2: very neutral,0.691,510,0.309,228
1978,Morgan,2: very neutral,0.4,259,0.6,389
1978,Noel,2: very neutral,0.309,185,0.691,413
1978,Aubrey,2: very neutral,0.687,389,0.313,177
1978,Dusty,1: most neutral,0.484,212,0.516,226
1978,Marion,1: most neutral,0.472,184,0.528,206
1978,Ariel,1: most neutral,0.421,162,0.579,223
1978,Jan,2: very neutral,0.65,245,0.35,132
1978,Cary,2: very neutral,0.362,131,0.638,231
1978,Kenyatta,1: most neutral,0.542,187,0.458,158
1978,Jade,2: very neutral,0.61,210,0.39,134
1978,Tory,2: very neutral,0.334,106,0.666,211
1978,Dorian,2: very neutral,0.328,89,0.672,182
1978,Kelsey,2: very neutral,0.659,164,0.341,85
1978,Trinity,1: most neutral,0.589,145,0.411,101
1978,Shea,1: most neutral,0.56,130,0.44,102
1978,Devan,2: very neutral,0.66,128,0.34,66
1978,Shiloh,2: very neutral,0.677,130,0.323,62
1978,Michel,2: very neutral,0.337,61,0.663,120
1978,Shay,2: very neutral,0.601,107,0.399,71
1978,Cheyenne,2: very neutral,0.663,116,0.337,59
1978,Marlo,2: very neutral,0.601,101,0.399,67
1978,Britt,2: very neutral,0.693,106,0.307,47
1978,Cassidy,2: very neutral,0.694,102,0.306,45
1978,Andra,2: very neutral,0.667,96,0.333,48
1978,August,2: very neutral,0.326,46,0.674,95
1978,Kai,1: most neutral,0.479,67,0.521,73
1978,Deven,1: most neutral,0.563,76,0.437,59
1978,Ivory,1: most neutral,0.496,62,0.504,63
1978,Dee,2: very neutral,0.691,85,0.309,38
1978,Rian,2: very neutral,0.347,42,0.653,79
1978,Paris,1: most neutral,0.455,51,0.545,61
1978,Darby,1: most neutral,0.491,55,0.509,57
1978,Demetrice,1: most neutral,0.509,57,0.491,55
1978,Sage,1: most neutral,0.482,53,0.518,57
1978,Sky,2: very neutral,0.336,36,0.664,71
1978,Adrien,2: very neutral,0.398,41,0.602,62
1978,Lashaun,1: most neutral,0.53,53,0.47,47
1978,Demetris,2: very neutral,0.398,39,0.602,59
1978,Carroll,2: very neutral,0.333,31,0.667,62
1978,Jacque,2: very neutral,0.663,61,0.337,31
1978,Lavon,2: very neutral,0.36,32,0.64,57
