year,name,category,ratio_f,number_f,ratio_m,number_m
1906,Willie,1: most neutral,0.413,1233,0.587,1756
1906,Johnnie,1: most neutral,0.438,199,0.562,255
1906,Jimmie,2: very neutral,0.39,89,0.61,139
1906,Tommie,1: most neutral,0.5,79,0.5,79
1906,Merle,1: most neutral,0.538,84,0.462,72
1906,Alva,1: most neutral,0.504,65,0.496,64
1906,Odell,1: most neutral,0.473,43,0.527,48
1906,Louie,2: very neutral,0.316,25,0.684,54
1906,Freddie,2: very neutral,0.338,26,0.662,51
1906,Dee,2: very neutral,0.333,19,0.667,38
1906,Arlie,1: most neutral,0.408,20,0.592,29
1906,Sammie,2: very neutral,0.333,16,0.667,32
1906,Augustine,1: most neutral,0.511,23,0.489,22
1906,Theo,2: very neutral,0.614,27,0.386,17
1906,Odie,2: very neutral,0.636,28,0.364,16
1906,Golden,2: very neutral,0.636,28,0.364,16
1906,Lacy,2: very neutral,0.366,15,0.634,26
1906,Ivory,2: very neutral,0.375,15,0.625,25
1906,Santos,1: most neutral,0.424,14,0.576,19
1906,Otha,2: very neutral,0.333,11,0.667,22
1906,Rene,2: very neutral,0.344,11,0.656,21
1906,Garnett,2: very neutral,0.613,19,0.387,12
1906,Earlie,1: most neutral,0.552,16,0.448,13
1906,Oral,1: most neutral,0.5,14,0.5,14
1906,Teddy,2: very neutral,0.32,8,0.68,17
1906,Tracy,2: very neutral,0.333,8,0.667,16
1906,Terry,1: most neutral,0.435,10,0.565,13
1906,Estel,2: very neutral,0.333,7,0.667,14
1906,Llewellyn,2: very neutral,0.368,7,0.632,12
1906,Ernie,2: very neutral,0.389,7,0.611,11
1906,Toy,1: most neutral,0.5,9,0.5,9
1906,Onnie,2: very neutral,0.667,12,0.333,6
1906,Hollie,1: most neutral,0.412,7,0.588,10
1906,Elza,2: very neutral,0.353,6,0.647,11
1906,Vester,1: most neutral,0.529,9,0.471,8
1906,Love,1: most neutral,0.5,8,0.5,8
1906,Monte,1: most neutral,0.438,7,0.562,9
1906,Refugio,2: very neutral,0.625,10,0.375,6
1906,Burnice,2: very neutral,0.625,10,0.375,6
1906,Cruz,2: very neutral,0.688,11,0.312,5
1906,Jonnie,1: most neutral,0.467,7,0.533,8
1906,Jodie,2: very neutral,0.333,5,0.667,10
1906,Ermine,1: most neutral,0.6,9,0.4,6
1906,Shellie,2: very neutral,0.667,10,0.333,5
1906,Olie,1: most neutral,0.533,8,0.467,7
1906,Bee,1: most neutral,0.533,8,0.467,7
1906,Curley,2: very neutral,0.333,5,0.667,10
1906,Meredith,1: most neutral,0.429,6,0.571,8
1906,Woodie,1: most neutral,0.5,7,0.5,7
1906,Stacy,2: very neutral,0.615,8,0.385,5
