year,name,category,ratio_f,number_f,ratio_m,number_m
1941,Jackie,2: very neutral,0.358,1094,0.642,1966
1941,Marion,2: very neutral,0.66,1986,0.34,1025
1941,Lynn,1: most neutral,0.482,1259,0.518,1351
1941,Johnnie,2: very neutral,0.395,987,0.605,1514
1941,Jessie,1: most neutral,0.566,1355,0.434,1038
1941,Jan,1: most neutral,0.492,445,0.508,459
1941,Frankie,1: most neutral,0.541,486,0.459,413
1941,Tommie,2: very neutral,0.325,278,0.675,577
1941,Merle,2: very neutral,0.318,225,0.682,482
1941,Gale,1: most neutral,0.542,339,0.458,287
1941,Guadalupe,2: very neutral,0.613,299,0.387,189
1941,Robin,1: most neutral,0.535,239,0.465,208
1941,Dana,2: very neutral,0.662,282,0.338,144
1941,Gerry,1: most neutral,0.443,187,0.557,235
1941,Cleo,2: very neutral,0.667,275,0.333,137
1941,Meredith,2: very neutral,0.69,231,0.31,104
1941,Carrol,1: most neutral,0.462,141,0.538,164
1941,Dee,2: very neutral,0.679,199,0.321,94
1941,Toby,2: very neutral,0.651,170,0.349,91
1941,Sydney,2: very neutral,0.671,171,0.329,84
1941,Lavern,2: very neutral,0.38,95,0.62,155
1941,Alva,1: most neutral,0.477,93,0.523,102
1941,Beryl,2: very neutral,0.698,104,0.302,45
1941,Maxie,2: very neutral,0.396,57,0.604,87
1941,Lavon,2: very neutral,0.694,100,0.306,44
1941,Augustine,2: very neutral,0.351,47,0.649,87
1941,Jonnie,2: very neutral,0.643,83,0.357,46
1941,Shannon,2: very neutral,0.664,83,0.336,42
1941,Jamie,2: very neutral,0.653,81,0.347,43
1941,Santos,2: very neutral,0.325,40,0.675,83
1941,Rosario,1: most neutral,0.534,63,0.466,55
1941,Artie,1: most neutral,0.455,50,0.545,60
1941,Ivy,2: very neutral,0.645,69,0.355,38
1941,Ivory,2: very neutral,0.358,38,0.642,68
1941,Lesley,1: most neutral,0.544,56,0.456,47
1941,Cruz,1: most neutral,0.424,42,0.576,57
1941,Lyn,2: very neutral,0.625,60,0.375,36
1941,Leigh,2: very neutral,0.368,35,0.632,60
1941,Kim,1: most neutral,0.413,38,0.587,54
1941,Darnell,1: most neutral,0.489,44,0.511,46
1941,Marty,2: very neutral,0.356,32,0.644,58
1941,Dell,1: most neutral,0.411,37,0.589,53
1941,Garnett,1: most neutral,0.44,37,0.56,47
1941,Claudie,1: most neutral,0.488,41,0.512,43
1941,Sheridan,2: very neutral,0.373,31,0.627,52
1941,Trinidad,1: most neutral,0.434,36,0.566,47
1941,Theo,1: most neutral,0.466,34,0.534,39
1941,Lennie,2: very neutral,0.69,49,0.31,22
1941,Ardell,1: most neutral,0.545,36,0.455,30
1941,Jodie,1: most neutral,0.477,31,0.523,34
