year,name,category,ratio_f,number_f,ratio_m,number_m
1949,Leslie,1: most neutral,0.523,2417,0.477,2207
1949,Jackie,2: very neutral,0.394,1274,0.606,1957
1949,Johnnie,2: very neutral,0.347,920,0.653,1729
1949,Marion,2: very neutral,0.644,1520,0.356,840
1949,Jessie,1: most neutral,0.502,1031,0.498,1023
1949,Robin,2: very neutral,0.661,1281,0.339,657
1949,Dana,1: most neutral,0.442,853,0.558,1079
1949,Pat,1: most neutral,0.574,667,0.426,496
1949,Frankie,1: most neutral,0.441,454,0.559,576
1949,Guadalupe,2: very neutral,0.626,629,0.374,375
1949,Gale,2: very neutral,0.653,591,0.347,314
1949,Tommie,2: very neutral,0.321,278,0.679,587
1949,Unknown,2: very neutral,0.614,443,0.386,278
1949,Rene,2: very neutral,0.337,177,0.663,349
1949,Ollie,2: very neutral,0.619,314,0.381,193
1949,Merle,2: very neutral,0.302,153,0.698,354
1949,Gerry,2: very neutral,0.379,184,0.621,302
1949,Tracy,1: most neutral,0.409,170,0.591,246
1949,Shelby,2: very neutral,0.621,241,0.379,147
1949,Cleo,1: most neutral,0.599,164,0.401,110
1949,Leigh,2: very neutral,0.61,163,0.39,104
1949,Toby,1: most neutral,0.44,117,0.56,149
1949,Marty,2: very neutral,0.316,84,0.684,182
1949,Sydney,2: very neutral,0.672,176,0.328,86
1949,Hollis,2: very neutral,0.333,82,0.667,164
1949,Lavern,1: most neutral,0.437,93,0.563,120
1949,Kris,1: most neutral,0.468,94,0.532,107
1949,Alva,1: most neutral,0.431,84,0.569,111
1949,Shawn,2: very neutral,0.318,62,0.682,133
1949,Vernell,2: very neutral,0.658,125,0.342,65
1949,Stacy,1: most neutral,0.462,84,0.538,98
1949,Ivory,2: very neutral,0.301,53,0.699,123
1949,Carrol,1: most neutral,0.571,100,0.429,75
1949,Darnell,2: very neutral,0.318,55,0.682,118
1949,Augustine,2: very neutral,0.335,55,0.665,109
1949,Cruz,2: very neutral,0.359,56,0.641,100
1949,Lindsay,1: most neutral,0.565,83,0.435,64
1949,Lindsey,2: very neutral,0.341,47,0.659,91
1949,Lindy,2: very neutral,0.678,82,0.322,39
1949,Trinidad,1: most neutral,0.404,46,0.596,68
1949,Courtney,2: very neutral,0.333,38,0.667,76
1949,Stacey,2: very neutral,0.658,73,0.342,38
1949,Ricki,2: very neutral,0.688,75,0.312,34
1949,Michal,1: most neutral,0.569,58,0.431,44
1949,Lorenza,2: very neutral,0.367,36,0.633,62
1949,Lavon,2: very neutral,0.639,62,0.361,35
1949,Dell,2: very neutral,0.368,35,0.632,60
1949,Dorian,2: very neutral,0.376,35,0.624,58
1949,Jodie,1: most neutral,0.593,51,0.407,35
1949,Lennie,1: most neutral,0.57,49,0.43,37
