year,name,category,ratio_f,number_f,ratio_m,number_m
1983,Casey,1: most neutral,0.442,2556,0.558,3230
1983,Jaime,1: most neutral,0.593,1781,0.407,1223
1983,Angel,1: most neutral,0.539,1576,0.461,1349
1983,Jessie,1: most neutral,0.433,888,0.567,1161
1983,Taylor,2: very neutral,0.394,686,0.606,1056
1983,Devon,1: most neutral,0.436,579,0.564,750
1983,Kerry,2: very neutral,0.672,786,0.328,383
1983,Jackie,2: very neutral,0.672,675,0.328,330
1983,Ariel,2: very neutral,0.674,650,0.326,315
1983,Jody,2: very neutral,0.645,602,0.355,331
1983,Jean,2: very neutral,0.653,525,0.347,279
1983,Guadalupe,2: very neutral,0.673,540,0.327,262
1983,Dominique,1: most neutral,0.588,454,0.412,318
1983,Noel,2: very neutral,0.324,221,0.676,462
1983,Loren,2: very neutral,0.366,244,0.634,422
1983,Blair,2: very neutral,0.634,411,0.366,237
1983,Kendall,1: most neutral,0.408,247,0.592,359
1983,Cassidy,2: very neutral,0.687,358,0.313,163
1983,Carey,1: most neutral,0.568,221,0.432,168
1983,Kirby,2: very neutral,0.614,232,0.386,146
1983,Dorian,2: very neutral,0.368,125,0.632,215
1983,Marion,1: most neutral,0.563,175,0.437,136
1983,Quinn,2: very neutral,0.353,96,0.647,176
1983,Stevie,2: very neutral,0.668,179,0.332,89
1983,Jan,1: most neutral,0.559,143,0.441,113
1983,Kristian,1: most neutral,0.439,105,0.561,134
1983,Cary,2: very neutral,0.343,82,0.657,157
1983,Shea,1: most neutral,0.529,119,0.471,106
1983,Paris,1: most neutral,0.519,109,0.481,101
1983,Lane,2: very neutral,0.338,70,0.662,137
1983,Devan,1: most neutral,0.439,87,0.561,111
1983,Lashawn,2: very neutral,0.661,117,0.339,60
1983,Trinity,2: very neutral,0.625,110,0.375,66
1983,Jamey,1: most neutral,0.431,72,0.569,95
1983,Kris,2: very neutral,0.319,52,0.681,111
1983,Shay,2: very neutral,0.62,93,0.38,57
1983,Britt,1: most neutral,0.574,85,0.426,63
1983,August,2: very neutral,0.333,45,0.667,90
1983,Kendal,1: most neutral,0.515,68,0.485,64
1983,Deven,2: very neutral,0.32,39,0.68,83
1983,Layne,1: most neutral,0.558,67,0.442,53
1983,Sammie,2: very neutral,0.328,39,0.672,80
1983,Tai,2: very neutral,0.681,79,0.319,37
1983,Michal,1: most neutral,0.6,69,0.4,46
1983,Baby,1: most neutral,0.526,60,0.474,54
1983,Tramaine,2: very neutral,0.312,35,0.688,77
1983,Kai,2: very neutral,0.33,37,0.67,75
1983,Yuri,2: very neutral,0.697,76,0.303,33
1983,Marlo,1: most neutral,0.533,56,0.467,49
1983,Adrien,1: most neutral,0.408,42,0.592,61
