year,name,category,ratio_f,number_f,ratio_m,number_m
1944,Lynn,2: very neutral,0.637,2260,0.363,1290
1944,Leslie,2: very neutral,0.379,1201,0.621,1971
1944,Jackie,1: most neutral,0.432,1250,0.568,1641
1944,Marion,2: very neutral,0.654,1802,0.346,955
1944,Johnnie,1: most neutral,0.403,1093,0.597,1619
1944,Jessie,1: most neutral,0.541,1216,0.459,1032
1944,Jan,1: most neutral,0.529,611,0.471,544
1944,Frankie,1: most neutral,0.512,544,0.488,519
1944,Tommie,2: very neutral,0.383,348,0.617,561
1944,Guadalupe,2: very neutral,0.601,499,0.399,331
1944,Dana,2: very neutral,0.659,503,0.341,260
1944,Gale,1: most neutral,0.575,383,0.425,283
1944,Robin,1: most neutral,0.583,375,0.417,268
1944,Merle,2: very neutral,0.379,239,0.621,391
1944,Ollie,2: very neutral,0.676,406,0.324,195
1944,Shelby,2: very neutral,0.695,367,0.305,161
1944,Gerry,2: very neutral,0.39,182,0.61,285
1944,Kerry,2: very neutral,0.336,150,0.664,297
1944,Cleo,2: very neutral,0.645,213,0.355,117
1944,Carrol,2: very neutral,0.609,170,0.391,109
1944,Toby,1: most neutral,0.433,117,0.567,153
1944,Sydney,2: very neutral,0.649,146,0.351,79
1944,Lavern,1: most neutral,0.42,94,0.58,130
1944,Kim,2: very neutral,0.384,84,0.616,135
1944,Tracy,2: very neutral,0.346,73,0.654,138
1944,Lesley,2: very neutral,0.648,129,0.352,70
1944,Alva,1: most neutral,0.426,83,0.574,112
1944,Jamie,2: very neutral,0.656,122,0.344,64
1944,Ivory,2: very neutral,0.329,53,0.671,108
1944,Marty,1: most neutral,0.41,64,0.59,92
1944,Augustine,2: very neutral,0.367,54,0.633,93
1944,Maxie,1: most neutral,0.413,59,0.587,84
1944,Lavon,2: very neutral,0.699,79,0.301,34
1944,Lauren,1: most neutral,0.414,46,0.586,65
1944,Rosario,2: very neutral,0.651,71,0.349,38
1944,Leigh,1: most neutral,0.417,45,0.583,63
1944,Cruz,2: very neutral,0.396,40,0.604,61
1944,Ivy,2: very neutral,0.61,61,0.39,39
1944,Courtney,2: very neutral,0.32,32,0.68,68
1944,Augusta,2: very neutral,0.681,64,0.319,30
1944,Rickie,2: very neutral,0.337,30,0.663,59
1944,Claudie,2: very neutral,0.352,31,0.648,57
1944,Darnell,1: most neutral,0.409,36,0.591,52
1944,Unknown,2: very neutral,0.69,60,0.31,27
1944,Allison,1: most neutral,0.523,45,0.477,41
1944,Garnett,2: very neutral,0.395,34,0.605,52
1944,Sheridan,2: very neutral,0.619,52,0.381,32
1944,Merlyn,2: very neutral,0.321,27,0.679,57
1944,Shelly,2: very neutral,0.634,52,0.366,30
1944,Artie,1: most neutral,0.494,40,0.506,41
